person_id,gr9_fall_math,gr9_fall_sci,gr9_fall_eng,gr9_fall_hist,gr9_spring_math,gr9_spring_sci,gr9_spring_eng,gr9_spring_hist,gr10_fall_math,gr10_fall_sci,gr10_fall_eng,gr10_fall_hist,gr10_spring_math,gr10_spring_sci,gr10_spring_eng,gr10_spring_hist,gpa9,gpa10
2918,NA,4,1,1,4,4,NA,4,4,NA,NA,1,4,4,4,4,3,3.5
2919,4,NA,4,2,4,NA,NA,4,1,1,NA,NA,1,4,4,NA,3.6,2.2
2921,4,NA,1,1,0,4,4,4,4,NA,4,4,1,1,0,NA,2.5714285714285716,2.3333333333333335
2923,4,4,1,4,1,NA,4,NA,4,4,4,1,1,0,1,4,3,2.375
2926,2,2,1,0,4,1,4,0,4,4,NA,1,4,1,NA,2,1.75,2.6666666666666665
2927,4,1,0,4,4,4,4,4,2,4,NA,NA,4,4,NA,4,3.125,3.6
2928,1,1,4,4,4,4,1,NA,4,4,4,0,4,1,1,1,2.7142857142857144,2.375
2929,NA,4,NA,4,2,NA,NA,4,4,1,2,1,4,1,4,1,3.5,2.25
2932,4,1,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3.625,3.75
2933,1,4,4,NA,4,NA,1,1,1,4,1,1,4,4,4,1,2.5,2.5
2938,1,1,4,4,NA,NA,1,4,4,NA,4,4,NA,1,NA,NA,2.5,3.25
2941,4,4,4,4,4,4,4,NA,0,4,1,1,1,1,4,4,4,2
2942,1,1,4,4,4,4,4,0,NA,4,1,4,4,NA,1,1,2.75,2.5
2945,4,NA,0,4,4,0,4,2,NA,1,1,4,NA,1,NA,1,2.5714285714285716,1.6
2947,2,4,4,NA,1,0,0,4,4,4,4,4,4,1,1,4,2.142857142857143,3.25
2948,4,1,1,4,0,4,4,NA,4,4,NA,4,4,1,4,4,2.5714285714285716,3.5714285714285716
2951,NA,1,1,NA,NA,1,1,1,NA,1,4,4,4,NA,1,4,1,3
2952,4,4,4,4,4,4,0,1,1,NA,4,NA,NA,1,1,4,3.125,2.2
2953,0,4,4,NA,1,4,4,4,NA,4,4,4,1,NA,1,1,3,2.5
2956,4,4,4,1,4,NA,NA,1,NA,4,1,4,NA,4,1,NA,3,2.8
2957,4,4,NA,0,NA,4,NA,4,4,4,1,4,NA,0,4,4,3.2,3
2958,4,1,4,4,1,0,4,4,NA,0,4,4,4,4,4,0,2.75,2.857142857142857
2959,4,1,4,4,NA,1,4,1,4,1,2,2,1,4,1,0,2.7142857142857144,1.875
2960,2,0,4,4,4,NA,4,1,NA,2,4,4,4,4,1,4,2.7142857142857144,3.2857142857142856
2961,0,NA,1,4,1,4,4,1,0,1,4,0,NA,4,4,4,2.142857142857143,2.4285714285714284
2963,NA,1,NA,0,NA,4,NA,4,1,NA,4,4,1,NA,4,0,2.25,2.3333333333333335
2967,4,NA,NA,NA,4,0,NA,4,NA,1,4,1,4,4,4,0,3,2.5714285714285716
2968,1,4,NA,NA,NA,4,4,0,NA,1,4,NA,NA,4,1,NA,2.6,2.5
2969,1,1,NA,0,0,4,1,4,4,2,4,4,1,0,4,NA,1.5714285714285714,2.7142857142857144
2970,1,1,4,0,4,4,NA,4,1,1,0,NA,1,0,1,NA,2.5714285714285716,0.6666666666666666
2972,NA,NA,4,4,4,NA,0,1,NA,4,0,4,0,4,1,NA,2.6,2.1666666666666665
2973,4,1,4,4,1,NA,1,1,NA,4,4,NA,1,0,4,0,2.2857142857142856,2.1666666666666665
2974,4,NA,4,4,0,1,1,4,1,4,1,4,4,NA,NA,4,2.5714285714285716,3
2975,4,1,1,4,4,4,4,4,NA,2,NA,4,0,4,0,NA,3.25,2
2976,1,4,1,1,4,1,4,4,1,NA,2,NA,1,4,4,4,2.5,2.6666666666666665
2977,4,NA,4,4,NA,4,4,1,1,4,1,NA,4,4,1,4,3.5,2.7142857142857144
2978,0,0,4,4,NA,4,1,4,4,4,4,1,1,4,NA,0,2.4285714285714284,2.5714285714285716
2979,NA,4,NA,1,4,4,NA,1,NA,4,NA,4,4,NA,4,4,2.8,4
2980,4,NA,4,4,4,4,NA,4,1,4,0,1,4,4,1,4,4,2.375
2981,NA,4,2,4,4,4,4,4,NA,4,1,1,1,0,4,1,3.7142857142857144,1.7142857142857142
2982,NA,4,4,4,4,4,NA,2,4,4,4,1,NA,4,2,4,3.6666666666666665,3.2857142857142856
2983,NA,4,4,4,4,1,4,4,4,1,1,4,NA,1,1,0,3.5714285714285716,1.7142857142857142
2985,2,1,0,NA,0,4,4,1,4,0,1,1,1,4,4,4,1.7142857142857142,2.375
2990,NA,1,4,NA,1,4,1,4,2,4,4,NA,4,1,4,4,2.5,3.2857142857142856
2991,4,4,1,1,4,1,1,4,4,1,4,NA,4,4,NA,4,2.5,3.5
2992,1,4,1,4,NA,4,NA,4,4,4,1,NA,NA,0,1,4,3,2.3333333333333335
2993,4,4,NA,4,4,NA,NA,1,NA,4,NA,4,NA,1,1,NA,3.4,2.5
2994,NA,4,4,4,4,NA,4,4,4,1,4,4,NA,4,1,4,4,3.142857142857143
2995,1,0,NA,4,NA,0,NA,4,1,NA,1,0,NA,4,1,1,1.8,1.3333333333333333
2996,4,4,4,4,4,4,0,NA,4,4,NA,4,4,NA,4,NA,3.4285714285714284,4
2997,NA,0,NA,1,4,4,NA,4,0,1,4,4,NA,4,NA,1,2.6,2.3333333333333335
2998,4,1,4,0,NA,4,4,4,NA,1,4,1,1,4,4,4,3,2.7142857142857144
3003,4,1,0,1,NA,4,NA,NA,4,4,4,4,4,4,1,0,2,3.125
3004,0,1,4,4,NA,4,1,NA,4,0,1,4,0,4,NA,1,2.3333333333333335,2
3005,4,NA,2,1,NA,4,4,0,4,4,4,1,4,1,NA,4,2.5,3.142857142857143
3008,4,1,4,NA,NA,1,4,1,4,4,4,1,NA,1,4,4,2.5,3.142857142857143
3012,1,4,NA,1,1,4,4,4,4,4,1,1,4,4,2,4,2.7142857142857144,3
3014,1,0,1,1,1,4,4,NA,1,NA,NA,0,4,NA,1,NA,1.7142857142857142,1.5
3015,4,1,1,NA,4,4,1,NA,4,4,4,1,4,4,4,0,2.5,3.125
3019,1,1,4,4,4,4,NA,0,4,NA,4,4,4,1,4,4,2.5714285714285716,3.5714285714285716
3025,1,NA,4,NA,NA,4,NA,1,1,4,0,4,4,4,4,4,2.5,3.125
3027,4,1,NA,4,4,4,0,1,0,4,0,4,NA,1,NA,4,2.5714285714285716,2.1666666666666665
3028,0,NA,1,4,4,4,4,1,NA,4,1,4,NA,0,4,1,2.5714285714285716,2.3333333333333335
3030,4,NA,4,NA,4,4,NA,1,4,4,4,4,4,1,4,NA,3.4,3.5714285714285716
3032,4,1,4,NA,1,4,4,4,4,NA,1,4,4,4,2,0,3.142857142857143,2.7142857142857144
3034,NA,NA,NA,1,NA,NA,NA,1,NA,1,4,NA,4,4,4,NA,1,3.4
3037,NA,1,NA,NA,4,4,NA,4,4,0,4,1,4,NA,4,0,3.25,2.4285714285714284
3039,1,NA,1,NA,NA,4,NA,1,0,4,1,4,NA,1,NA,1,1.75,1.8333333333333333
3042,4,NA,1,4,4,4,4,1,4,4,1,NA,1,4,4,2,3.142857142857143,2.857142857142857
3043,NA,4,4,4,4,NA,NA,4,4,4,NA,NA,NA,1,1,4,4,2.8
3044,1,NA,4,1,0,2,4,4,1,1,NA,NA,4,4,4,NA,2.2857142857142856,2.8
3046,1,NA,4,0,0,1,1,NA,2,4,1,1,4,4,1,2,1.1666666666666667,2.375
3047,1,4,4,4,4,1,4,1,4,4,NA,4,4,4,NA,0,2.875,3.3333333333333335
3048,4,4,4,4,NA,1,4,4,1,1,4,NA,NA,4,1,0,3.5714285714285716,1.8333333333333333
3050,4,4,4,4,NA,1,4,4,0,4,0,4,4,2,4,1,3.5714285714285716,2.375
3054,4,4,4,4,0,0,NA,4,4,4,4,4,1,4,1,4,2.857142857142857,3.25
3055,4,NA,4,1,4,4,4,4,4,1,NA,2,4,1,NA,4,3.5714285714285716,2.6666666666666665
3056,4,NA,4,1,4,NA,4,4,4,0,4,4,4,1,4,NA,3.5,3
3057,NA,NA,1,0,NA,4,NA,4,1,4,4,0,4,0,1,4,2.25,2.25
3058,4,NA,NA,4,4,4,0,2,NA,4,1,4,4,NA,4,0,3,2.8333333333333335
3059,4,4,4,1,4,4,1,4,4,4,NA,4,0,4,4,4,3.25,3.4285714285714284
3061,NA,4,1,4,4,NA,NA,1,1,1,NA,4,0,NA,4,0,2.8,1.6666666666666667
3062,1,2,4,1,4,4,4,4,4,4,4,1,1,4,NA,1,3,2.7142857142857144
3063,1,NA,4,2,4,4,1,4,1,4,0,NA,4,4,0,4,2.857142857142857,2.4285714285714284
3065,4,4,NA,NA,2,4,NA,4,1,0,4,1,4,NA,4,NA,3.6,2.3333333333333335
3068,4,1,NA,NA,4,4,0,1,1,4,2,1,4,NA,4,1,2.3333333333333335,2.4285714285714284
3069,4,4,4,NA,1,4,4,4,4,1,NA,4,4,4,NA,1,3.5714285714285716,3
3071,4,4,4,1,0,1,4,2,4,1,4,1,4,4,NA,4,2.5,3.142857142857143
3073,NA,4,1,NA,NA,4,2,1,1,NA,1,0,NA,4,1,0,2.4,1.1666666666666667
3076,NA,NA,4,4,4,1,NA,4,4,NA,0,0,4,1,NA,1,3.4,1.6666666666666667
3079,1,4,4,1,NA,4,1,NA,4,4,1,4,4,NA,1,1,2.5,2.7142857142857144
3080,NA,NA,1,0,4,NA,NA,4,0,1,4,4,4,4,1,4,2.25,2.75
3081,0,NA,2,1,1,4,NA,4,4,4,4,NA,4,NA,4,NA,2,4
3083,4,4,NA,4,1,4,4,1,1,4,4,4,1,1,4,4,3.142857142857143,2.875
3085,4,4,4,1,1,4,4,NA,NA,4,NA,NA,4,4,NA,4,3.142857142857143,4
3088,1,4,4,4,0,NA,4,1,NA,NA,1,1,NA,4,NA,NA,2.5714285714285716,2
3089,4,4,4,1,4,1,NA,NA,NA,4,4,1,4,4,NA,1,3,3
3093,4,1,4,4,1,1,1,NA,4,1,4,4,4,1,NA,1,2.2857142857142856,2.7142857142857144
3094,NA,NA,NA,4,4,1,4,NA,1,NA,NA,NA,2,4,4,0,3.25,2.2
3095,4,1,4,1,1,1,0,0,4,1,4,4,1,NA,NA,1,1.5,2.5
3096,4,4,1,4,0,4,4,4,4,4,4,4,4,4,4,NA,3.125,4
3099,NA,1,2,0,4,1,4,NA,1,1,4,1,4,NA,NA,1,2,2
3100,1,4,4,4,4,4,NA,4,4,4,4,4,4,1,4,4,3.5714285714285716,3.625
3105,4,NA,1,4,4,1,4,4,4,0,4,NA,NA,NA,NA,4,3.142857142857143,3
3106,4,4,0,NA,1,1,4,1,NA,4,4,4,4,4,4,1,2.142857142857143,3.5714285714285716
3107,1,1,1,0,4,1,1,4,4,4,NA,4,1,4,NA,4,1.625,3.5
3109,4,NA,4,NA,1,4,4,4,4,4,1,4,NA,NA,1,1,3.5,2.5
3110,1,0,1,4,1,2,4,4,NA,4,4,4,4,4,1,4,2.125,3.5714285714285716
3111,4,NA,1,4,4,NA,1,NA,4,NA,1,0,4,NA,1,4,2.8,2.3333333333333335
3113,4,NA,0,4,0,2,1,4,4,1,1,NA,4,4,4,2,2.142857142857143,2.857142857142857
3117,NA,4,NA,1,1,4,1,0,NA,4,4,4,4,4,4,4,1.8333333333333333,4
3118,1,1,1,4,4,4,4,0,0,4,4,2,NA,0,NA,1,2.375,1.8333333333333333
3120,4,4,4,1,NA,1,4,NA,NA,4,4,4,4,4,4,1,3,3.5714285714285716
3121,4,1,4,1,NA,4,2,NA,4,0,1,NA,NA,4,0,NA,2.6666666666666665,1.8
3123,1,4,0,4,4,1,4,4,4,1,4,4,2,1,1,0,2.75,2.125
3125,4,4,NA,1,0,1,4,4,4,NA,4,1,0,1,NA,1,2.5714285714285716,1.8333333333333333
3126,4,1,4,1,4,1,4,NA,1,NA,4,NA,4,NA,4,2,2.7142857142857144,3
3128,0,1,4,4,4,1,NA,NA,4,4,4,1,0,2,0,NA,2.3333333333333335,2.142857142857143
3130,4,NA,1,4,1,0,0,NA,1,4,4,4,NA,4,1,NA,1.6666666666666667,3
3131,4,4,NA,0,4,1,NA,1,4,4,4,4,NA,4,0,4,2.3333333333333335,3.4285714285714284
3132,NA,4,4,0,4,1,4,NA,4,NA,1,4,NA,1,4,1,2.8333333333333335,2.5
3133,NA,4,4,1,1,4,4,2,NA,4,0,2,1,0,NA,4,2.857142857142857,1.8333333333333333
3139,4,1,4,4,4,4,4,1,4,4,NA,1,4,4,4,1,3.25,3.142857142857143
3141,4,4,1,NA,NA,1,4,1,4,1,NA,4,1,NA,1,4,2.5,2.5
3142,NA,1,4,NA,1,4,NA,4,NA,4,4,1,4,4,1,NA,2.8,3
3143,2,1,NA,NA,4,4,0,4,4,4,NA,NA,4,NA,NA,0,2.5,3
3146,1,NA,1,0,4,0,1,0,4,0,1,1,4,4,NA,1,1,2.142857142857143
3151,NA,NA,0,NA,NA,0,1,4,4,4,1,1,NA,4,4,4,1.25,3.142857142857143
3153,NA,4,4,4,1,NA,NA,1,4,2,1,4,0,1,1,4,2.8,2.125
3156,4,NA,4,1,4,1,4,0,1,4,1,0,4,1,0,NA,2.5714285714285716,1.5714285714285714
3157,4,4,4,1,4,1,4,NA,4,4,4,4,NA,4,4,4,3.142857142857143,4
3158,NA,NA,4,4,4,4,NA,4,1,4,1,1,NA,4,4,4,4,2.7142857142857144
3159,NA,4,4,NA,4,1,4,0,2,1,4,4,NA,4,1,NA,2.8333333333333335,2.6666666666666665
3160,4,4,4,4,4,4,4,1,NA,1,1,2,4,NA,4,0,3.625,2
3161,1,4,4,4,0,NA,4,4,4,4,4,1,1,1,4,4,3,2.875
3162,1,0,4,1,4,4,NA,4,1,4,1,4,NA,4,1,4,2.5714285714285716,2.7142857142857144
3164,0,1,4,4,4,1,1,4,1,1,0,NA,NA,4,4,NA,2.375,2
3165,1,NA,0,0,4,1,2,1,1,0,NA,1,1,1,0,NA,1.2857142857142858,0.6666666666666666
3167,4,0,4,NA,4,1,0,NA,4,NA,4,4,0,4,NA,4,2.1666666666666665,3.3333333333333335
3168,4,4,4,NA,1,4,1,4,NA,1,1,4,4,4,4,1,3.142857142857143,2.7142857142857144
3169,0,4,NA,4,1,4,4,4,4,NA,4,4,1,4,1,NA,3,3
3170,4,1,1,4,0,4,1,4,4,4,4,NA,4,4,4,1,2.375,3.5714285714285716
3171,4,1,1,NA,4,4,1,NA,1,4,0,1,1,1,4,4,2.5,2
3172,1,1,4,1,4,1,4,NA,NA,4,1,1,NA,4,4,NA,2.2857142857142856,2.8
3174,4,4,4,NA,4,4,NA,4,4,4,1,1,1,4,4,4,4,2.875
3175,NA,NA,4,0,4,4,4,NA,1,4,NA,4,4,4,0,NA,3.2,2.8333333333333335
3177,4,4,4,4,1,1,4,1,4,4,1,4,1,4,4,4,2.875,3.25
3178,4,4,1,4,4,NA,NA,4,4,NA,NA,4,NA,4,NA,NA,3.5,4
3179,4,0,0,4,4,NA,0,NA,4,1,4,1,0,1,0,2,2,1.625
3180,NA,4,4,4,1,1,1,4,4,0,1,4,1,4,4,4,2.7142857142857144,2.75
3181,4,NA,4,4,4,4,4,1,NA,NA,1,NA,1,4,1,4,3.5714285714285716,2.2
3182,1,1,4,4,4,1,1,4,4,NA,1,4,NA,4,1,NA,2.5,2.8
3184,NA,1,4,1,1,1,4,NA,NA,4,1,NA,1,4,4,4,2,3
3186,4,1,4,4,4,4,4,4,4,0,4,4,NA,4,1,0,3.625,2.4285714285714284
3188,1,NA,4,NA,NA,4,1,1,4,1,4,4,4,4,1,1,2.2,2.875
3189,NA,NA,4,4,4,4,1,4,4,1,2,4,1,1,4,NA,3.5,2.4285714285714284
3190,4,4,0,NA,4,1,1,1,1,4,0,NA,4,1,4,0,2.142857142857143,2
3191,4,4,NA,4,4,4,NA,4,4,4,NA,2,1,NA,0,4,4,2.5
3193,NA,NA,1,NA,4,NA,NA,NA,1,NA,4,4,4,NA,1,4,2.5,3
3196,1,1,NA,4,4,4,NA,4,1,NA,1,4,4,NA,4,NA,3,2.8
3197,4,4,4,NA,4,0,4,0,NA,4,NA,4,1,4,NA,4,2.857142857142857,3.4
3198,NA,NA,4,4,1,0,1,4,1,1,0,NA,4,4,4,NA,2.3333333333333335,2.3333333333333335
3199,4,4,NA,NA,1,4,4,NA,1,1,4,4,4,4,4,4,3.4,3.25
3200,4,1,4,4,1,NA,4,NA,NA,4,NA,4,NA,1,NA,NA,3,3
3201,4,NA,4,1,NA,4,NA,NA,4,4,NA,4,4,NA,4,4,3.25,4
3203,4,4,NA,1,1,4,0,4,4,NA,4,4,4,NA,4,4,2.5714285714285716,4
3204,0,4,NA,4,2,1,4,NA,0,1,4,NA,1,NA,4,4,2.5,2.3333333333333335
3205,4,4,4,NA,1,4,0,1,NA,0,4,NA,0,1,4,1,2.5714285714285716,1.6666666666666667
3207,4,1,NA,4,4,4,4,4,NA,1,4,NA,4,0,4,0,3.5714285714285716,2.1666666666666665
3208,1,0,1,1,4,4,NA,NA,4,4,4,4,4,1,NA,1,1.8333333333333333,3.142857142857143
3209,NA,4,1,0,4,1,4,4,1,4,1,1,4,4,4,4,2.5714285714285716,2.875
3211,2,4,0,1,4,1,4,NA,4,4,0,4,0,4,NA,4,2.2857142857142856,2.857142857142857
3212,2,4,4,4,NA,4,4,NA,4,4,1,4,0,4,NA,4,3.6666666666666665,3
3213,1,4,1,4,4,1,4,1,1,1,1,NA,1,4,NA,1,2.5,1.5
3214,NA,1,0,1,4,0,4,1,1,0,2,4,1,4,NA,4,1.5714285714285714,2.2857142857142856
3217,1,1,4,4,1,4,4,4,4,4,4,1,4,NA,NA,4,2.875,3.5
3219,1,4,1,4,4,1,1,4,4,2,4,NA,4,4,1,1,2.5,2.857142857142857
3221,1,NA,4,4,4,NA,1,4,4,4,1,NA,4,4,4,1,3,3.142857142857143
3222,4,4,NA,4,1,NA,2,NA,4,4,4,4,4,NA,1,NA,3,3.5
3224,4,0,4,4,4,1,4,1,1,4,4,2,4,1,NA,4,2.75,2.857142857142857
3226,NA,4,0,1,1,1,4,4,4,1,4,1,4,4,NA,1,2.142857142857143,2.7142857142857144
3229,4,NA,4,1,4,4,NA,4,4,4,4,NA,4,4,1,4,3.5,3.5714285714285716
3232,NA,1,1,4,4,1,4,4,4,4,1,0,4,0,1,1,2.7142857142857144,1.875
3233,0,4,4,1,4,NA,4,1,1,NA,NA,4,4,0,1,4,2.5714285714285716,2.3333333333333335
3236,1,1,1,NA,4,2,1,0,1,4,4,1,4,1,4,4,1.4285714285714286,2.875
3237,4,0,1,4,NA,4,4,1,4,0,4,4,4,4,4,4,2.5714285714285716,3.5
3238,NA,1,4,4,4,1,4,4,1,1,4,1,4,1,NA,1,3.142857142857143,1.8571428571428572
3239,2,1,0,0,4,4,1,4,NA,4,NA,4,4,NA,4,0,2,3.2
3241,NA,NA,4,1,4,4,1,NA,4,4,NA,4,NA,1,NA,NA,2.8,3.25
3242,1,4,1,0,1,NA,NA,4,NA,4,0,4,1,4,4,4,1.8333333333333333,3
3243,4,1,NA,4,4,4,NA,4,4,0,4,4,NA,1,4,1,3.5,2.5714285714285716
3244,4,NA,1,1,1,NA,NA,1,4,NA,1,2,1,1,4,NA,1.6,2.1666666666666665
3248,1,4,4,4,NA,4,1,1,4,0,1,4,4,4,4,4,2.7142857142857144,3.125
3249,4,4,2,0,4,1,0,4,NA,1,4,NA,4,1,4,NA,2.375,2.8
3250,4,NA,NA,4,NA,NA,1,1,4,4,4,1,1,4,1,4,2.5,2.875
3254,NA,1,4,NA,4,4,4,NA,4,4,NA,NA,1,4,NA,NA,3.4,3.25
3255,4,1,4,4,1,1,4,NA,NA,4,1,NA,NA,NA,4,1,2.7142857142857144,2.5
3256,NA,1,4,1,NA,NA,4,4,4,4,0,NA,4,1,4,4,2.8,3
3257,NA,1,4,4,NA,1,4,4,1,4,1,1,NA,4,4,4,3,2.7142857142857144
3259,1,4,4,1,4,4,NA,4,4,1,NA,4,NA,4,1,NA,3.142857142857143,2.8
3260,1,0,4,0,4,1,4,0,4,NA,1,4,NA,4,2,1,1.75,2.6666666666666665
3261,4,4,4,1,4,NA,1,0,4,4,1,4,NA,4,4,1,2.5714285714285716,3.142857142857143
3262,1,4,1,4,1,1,4,4,4,4,4,NA,1,4,1,NA,2.5,3
3265,1,NA,NA,1,4,4,4,4,NA,4,1,1,1,4,4,4,3,2.7142857142857144
3266,1,4,NA,4,4,1,1,1,4,4,NA,4,1,4,1,1,2.2857142857142856,2.7142857142857144
3267,1,1,4,1,4,NA,4,4,NA,1,NA,1,NA,NA,4,4,2.7142857142857144,2.5
3268,1,4,NA,4,4,NA,NA,NA,4,4,2,NA,4,0,4,NA,3.25,3
3270,0,NA,4,4,1,1,2,4,1,4,1,NA,4,4,1,4,2.2857142857142856,2.7142857142857144
3274,1,NA,1,NA,NA,4,4,4,1,4,NA,0,NA,4,4,1,2.8,2.3333333333333335
3275,1,NA,1,NA,4,NA,4,1,4,4,1,NA,4,4,0,1,2.2,2.5714285714285716
3277,4,4,4,4,NA,4,1,4,4,NA,4,NA,1,4,NA,4,3.5714285714285716,3.4
3279,NA,4,4,4,NA,4,NA,4,4,4,0,1,1,1,NA,4,4,2.142857142857143
3280,1,4,2,1,NA,0,1,NA,1,NA,4,1,4,4,4,4,1.5,3.142857142857143
3283,1,1,1,2,4,0,NA,1,1,4,1,1,4,1,4,1,1.4285714285714286,2.125
3284,4,4,1,NA,4,1,0,NA,1,4,4,NA,4,NA,NA,4,2.3333333333333335,3.4
3286,1,0,4,1,1,NA,4,4,1,1,1,4,1,NA,0,1,2.142857142857143,1.2857142857142858
3288,NA,4,1,1,1,4,4,1,4,NA,4,NA,NA,NA,4,0,2.2857142857142856,3
3289,4,1,4,1,4,4,1,NA,4,NA,1,1,NA,4,0,4,2.7142857142857144,2.3333333333333335
3290,1,1,4,NA,NA,4,4,1,1,4,0,4,4,4,4,NA,2.5,3
3291,1,NA,4,4,4,4,NA,4,4,1,4,4,4,4,1,4,3.5,3.25
3292,NA,NA,4,4,1,NA,4,1,0,4,4,4,4,NA,0,4,2.8,2.857142857142857
3293,4,1,NA,1,4,2,4,NA,4,1,NA,4,NA,NA,NA,4,2.6666666666666665,3.25
3295,4,1,0,4,4,1,0,4,NA,NA,4,4,1,NA,0,NA,2.25,2.25
3296,4,4,NA,1,0,4,4,1,4,4,4,4,1,1,NA,4,2.5714285714285716,3.142857142857143
3297,4,NA,NA,0,4,1,1,NA,1,NA,4,1,4,4,4,4,2,3.142857142857143
3299,NA,NA,1,1,1,0,1,1,0,1,4,4,4,4,NA,4,0.8333333333333334,3
3300,4,1,1,1,4,4,4,2,4,4,4,4,0,1,4,4,2.625,3.125
3303,4,1,4,4,NA,NA,4,4,1,1,1,1,1,4,NA,4,3.5,1.8571428571428572
3304,4,4,4,NA,NA,4,0,NA,0,4,1,1,1,0,4,4,3.2,1.875
3305,NA,NA,NA,1,4,1,4,4,NA,1,4,1,2,4,4,4,2.8,2.857142857142857
3306,4,NA,4,NA,4,4,4,NA,1,4,0,1,NA,NA,4,4,4,2.3333333333333335
3308,4,NA,NA,NA,4,4,NA,4,4,4,0,4,1,1,4,4,4,2.75
3309,NA,1,1,NA,NA,4,NA,4,1,4,4,NA,4,4,NA,1,2.5,3
3310,1,4,4,1,1,0,0,0,1,4,NA,0,4,1,NA,1,1.375,1.8333333333333333
3311,4,4,4,4,4,4,NA,4,4,NA,4,0,4,NA,4,4,4,3.3333333333333335
3312,1,4,0,4,0,2,4,4,1,1,4,4,4,4,4,1,2.375,2.875
3313,NA,1,4,4,1,4,4,1,4,4,4,4,1,1,2,4,2.7142857142857144,3
3314,4,NA,1,1,1,1,NA,4,4,NA,1,1,NA,4,4,NA,2,2.8
3318,1,2,4,0,4,1,NA,0,0,1,NA,4,2,1,4,NA,1.7142857142857142,2
3319,1,4,4,0,1,4,1,4,4,NA,1,1,1,1,4,1,2.375,1.8571428571428572
3322,NA,NA,4,4,4,1,4,4,4,1,4,0,1,NA,1,1,3.5,1.7142857142857142
3323,NA,NA,4,2,4,1,1,4,1,4,NA,NA,1,NA,4,4,2.6666666666666665,2.8
3325,4,1,4,4,2,4,4,4,4,4,4,4,NA,NA,4,1,3.375,3.5
3327,4,1,1,4,NA,NA,4,4,4,4,4,1,1,4,NA,4,3,3.142857142857143
3328,1,4,4,4,NA,1,1,NA,NA,NA,4,4,4,4,1,4,2.5,3.5
3330,NA,1,4,1,4,NA,4,1,NA,NA,4,1,4,4,4,4,2.5,3.5
3331,4,NA,1,NA,4,NA,1,4,4,NA,1,NA,4,1,4,4,2.8,3
3332,1,NA,NA,4,NA,1,4,1,1,1,4,NA,4,NA,4,4,2.2,3
3334,1,4,NA,4,4,4,1,4,NA,NA,4,1,4,NA,4,NA,3.142857142857143,3.25
3336,4,4,0,1,4,4,4,NA,4,4,NA,4,0,4,4,4,3,3.4285714285714284
3339,4,1,4,4,1,4,2,1,NA,4,1,4,4,4,NA,NA,2.625,3.4
3341,1,1,4,4,4,2,4,NA,0,1,4,4,0,1,1,NA,2.857142857142857,1.5714285714285714
3342,4,4,4,4,1,1,NA,1,4,4,1,4,1,NA,1,1,2.7142857142857144,2.2857142857142856
3345,NA,0,NA,1,NA,1,4,4,1,0,1,4,1,NA,4,4,2,2.142857142857143
3346,4,4,4,1,4,NA,2,4,1,4,1,4,1,1,4,NA,3.2857142857142856,2.2857142857142856
3348,4,4,1,1,4,NA,1,1,1,1,1,0,4,4,4,1,2.2857142857142856,2
3350,4,1,NA,4,4,4,NA,1,1,2,1,1,0,0,4,4,3,1.625
3353,4,NA,1,0,4,4,4,4,NA,0,4,NA,4,4,4,NA,3,3.2
3354,1,4,0,4,4,NA,NA,1,4,4,4,4,4,4,4,4,2.3333333333333335,4
3355,4,4,1,4,NA,4,1,4,4,1,4,4,4,4,0,4,3.142857142857143,3.125
3356,4,2,NA,0,0,4,NA,4,NA,NA,1,NA,1,1,1,NA,2.3333333333333335,1
3359,4,0,4,1,0,1,4,4,4,4,1,NA,1,1,0,4,2.25,2.142857142857143
3362,4,NA,4,4,0,1,NA,NA,1,4,0,1,4,1,4,1,2.6,2
3364,1,4,4,NA,1,NA,1,4,4,4,4,1,4,1,NA,0,2.5,2.5714285714285716
3366,4,4,NA,4,4,4,NA,4,4,4,1,1,4,1,4,4,4,2.875
3371,4,NA,4,2,NA,1,4,4,4,4,4,1,1,NA,1,4,3.1666666666666665,2.7142857142857144
3372,NA,NA,NA,4,4,NA,4,4,4,1,1,4,NA,1,4,4,4,2.7142857142857144
3373,4,4,NA,4,4,NA,1,4,4,NA,NA,NA,NA,NA,4,1,3.5,3
3375,NA,0,NA,1,4,1,4,4,4,4,4,1,4,1,4,4,2.3333333333333335,3.25
3376,4,4,4,1,4,4,4,NA,NA,4,0,1,NA,4,1,1,3.5714285714285716,1.8333333333333333
3377,0,1,NA,1,4,4,1,4,4,NA,NA,4,1,NA,4,4,2.142857142857143,3.4
3378,4,NA,4,4,1,4,4,4,NA,4,1,NA,4,0,1,0,3.5714285714285716,1.6666666666666667
3379,4,4,NA,4,4,NA,1,4,1,4,1,4,4,1,4,1,3.5,2.5
3380,NA,1,1,NA,1,NA,4,NA,1,4,4,1,1,NA,4,1,1.75,2.2857142857142856
3381,4,1,NA,NA,4,4,NA,1,NA,NA,4,NA,1,NA,4,4,2.8,3.25
3382,NA,4,1,4,4,4,4,4,2,NA,1,4,4,4,NA,NA,3.5714285714285716,3
3383,4,4,4,1,4,4,4,4,4,4,0,4,4,4,4,1,3.625,3.125
3390,4,4,0,NA,2,1,4,1,4,4,1,NA,4,1,4,4,2.2857142857142856,3.142857142857143
3391,NA,NA,4,4,NA,4,1,NA,1,NA,4,4,1,NA,1,1,3.25,2
